avg_monthly_income,income_std_dev,income_trend,income_sources_count,salary_days_variance,avg_monthly_spend,spend_to_income_ratio,discretionary_spend_ratio,balance_low_days,cash_withdrawal_ratio,utility_payment_ratio,avg_payment_delay,missed_payments,payment_consistency_score,mobile_recharge_gap,informal_loans_count,informal_repayment_ratio,bnpl_usage_freq,bnpl_on_time_ratio,short_term_borrow_freq,repayment_borrow_ratio,avg_monthly_sales,sales_growth_rate,order_cancellation_rate,repeat_customer_ratio,business_age_months,age,residence_years,employment_years,salary_account_flag,upi_transaction_count,digital_txn_ratio,unique_merchants_per_month,avg_txn_size,account_tenure_months,num_bank_accounts,savings_ratio,emi_burden_ratio,bounce_count,self_transfer_ratio,night_txn_ratio,credit_enquiry_count,insurance_payment_ratio,loan_to_income_proxy,rd_sip_flag,overdraft_usage_flag,tax_filing_flag,gst_registered_flag,credit_score
41627.95255474588,7383.148123871676,0.0912964577685534,2.9030187249097485,6.127495451082941,41564.35861444927,0.8133514030291586,0.4304288707986966,13.702125020189635,,0.4965648501160922,12.447282522147855,,,30.802446480359627,2.520848345177357,0.6564742088906451,,0.6827861466087192,1.9869158040608283,,40584.05873610989,-0.0243419957770839,-0.1686315556839189,0.1375687159334012,10.501510516064254,55.91767931131684,,,0.8736313991424632,,0.4233465585765772,6.506537910582243,725.9713125625237,,1.683508573800435,0.0794900701261846,0.3040801243736155,2.3802896758402303,0.0604039945792866,0.0808748580473001,,,5.913724552928378,0.3355005548929939,0.4722157424323867,0.1080030288802842,0.7769835842012898,562.4629009404191
70453.11135391257,7485.425269158897,0.2839233818384487,2.2905915732142006,3.814899971913367,49574.08387196233,0.5681592857380955,,2.8706836094182293,0.2944669625690058,0.7489024884269928,6.755344352971068,,61.857170087496485,23.920703111660156,0.9603275810858748,0.8241868809872138,2.6855192200593754,,,0.8347014183927324,47597.07281385736,0.2470800109088588,-0.0648502596397394,0.589663549053105,53.67382505050682,51.89116157021738,14.188311175975784,14.87110974867142,0.4430378170299007,12.875915877960871,,12.34977106972807,2834.6825369393314,156.18667865404854,2.325007498632167,0.2449119781117126,0.2666708530625482,,0.0967301231698801,0.1508729754298876,1.8845171903302584,0.8514308583285771,2.192563650543553,,0.0,1.0,0.8532865198693924,698.4022885642731
60824.37158641084,7797.4985281352865,0.3356495784675111,,2.809796891160499,38421.78541449076,0.5288792369672981,0.2033046952991768,5.7708605010906044,0.2577833973022379,0.6919629023463771,0.2241317158670392,0.9712587986295363,64.95734767583727,14.825676668030978,0.1038933762179861,0.8087396339370103,1.251270427296913,0.8848078806143251,0.1821633285233317,0.8685208180922479,42579.096454078215,0.2411669548120088,-0.0770826564467014,0.4090396646786925,46.80860300948224,45.42207222249812,5.710280049510449,6.787990752229231,0.4784926162213657,13.067519776640042,0.7920281370257372,12.871478071421969,4063.515063847438,,2.317295124789932,0.3594262945186638,0.1833990298859087,1.594057836631406,0.0709862313543362,,1.6292885972881983,,4.073204119309244,0.7018569067623429,0.0,1.0,0.7887470913912665,656.3232447734041
66359.8025759253,6650.009983669477,,2.5342546973841067,,46874.72909998419,,0.2217440335104621,5.361398309911771,0.202556654486457,0.7685263458660773,6.585547005202702,1.744923930627392,64.01261590859893,19.953145706067005,0.6162499423968704,0.8023145054842364,2.396736527479604,0.8545707068323536,0.3402397362029128,0.7999037746239164,69620.95497430771,0.0869681097496397,,0.5752030715980533,34.10660602921243,40.829504679552784,5.301143468234988,12.66603226699642,0.5653313245492003,11.34865968880041,0.7787565082226652,10.598669487970202,2495.624275054358,172.65549594721287,2.0933938006917794,0.2528790462170013,0.2189438295425971,0.0809988936842203,0.1052979935319076,0.1105279242348408,1.514196693152809,0.8273108618333209,,0.6449501118151693,0.0,1.0,0.0252658702129794,685.8309707777478
,4990.827557327832,0.1258054798394612,2.9168099876696685,7.177288102915028,41690.5937226067,,0.3237327509751646,5.36023786776119,0.5124643679043349,0.5957492917670651,15.973083055923558,1.8161133895582235,,46.51298290690672,1.5806681462707073,0.6901960535936964,,0.5564741567721218,2.2593773067973784,0.6581657908639345,43671.42389328731,-0.1060875661921235,-0.4956825059838067,-0.102300362327139,33.408485626570936,52.2285294578643,8.193758395883366,6.544397389545361,0.5444096691656072,10.393148397505456,0.5350158424020645,10.401488375935266,648.3497879400975,117.90712817066726,1.1216836601620828,0.1674994775869421,0.3605951160477388,,0.1127592503323038,0.1288740279872742,2.86149300051209,0.5736734682070468,,0.0826124421411136,0.7725098558786836,0.6079261713014297,0.7700688354746925,562.4106165050102
53486.62212491875,5595.202337114681,0.1229954111107924,2.9123984647764445,2.275100475250252,38546.2714715395,0.4760913412907198,0.2956966959338875,5.4600836568407525,0.2584542349374747,0.8495340976324146,6.376267599377947,,64.97736483955914,14.244044389514183,1.5884438550766922,0.8425917383396342,1.32676745770717,,0.8359310289690138,0.850745803399582,76556.89948165747,0.1473391885873375,0.1744583589989202,0.395229599948972,105.91432544465373,50.47444441664685,7.02995754894533,8.088011112434543,0.2269463864685387,18.44220034986185,0.8076823132998713,9.716379038458854,2471.1529311116806,182.2796722545445,2.2284068441597533,0.3490824108270617,0.1266094049861758,0.5469768266175739,0.0940059091970244,0.0755963145611431,2.888814416498323,0.8942871281039062,3.962692932278217,0.5828516903905828,0.0,1.0,0.2281303333508784,625.9908065671249
63000.50766657894,6244.451809675798,0.1196749831782233,2.5619747346174475,2.9927640702756437,30172.53141795488,,0.1747513489483689,3.7322086914146064,0.3950644222998804,0.7568300160192407,2.190212265179513,1.6206634305735228,,21.795180660298133,0.7633958625816377,0.8455096009824632,0.8832866698183095,0.9183919357929368,1.3385989435088614,0.9176998725727622,53058.140850037904,0.3395055033322581,0.2102663239692848,0.4575181689793537,59.50404630731583,,8.502200587685003,,0.8020619928107072,18.988279573042163,0.6602728416227897,18.714560653495248,4372.317938481408,183.2626023135064,2.609815830958269,,0.1704927754825703,0.0084352480477205,0.1368153085864454,0.1691806242293168,2.7799000785469032,0.733209460720067,2.943878303746378,0.7001920306158299,0.0,1.0,0.7446768841511444,683.370643397337
,7171.270384937408,-0.0968978143953412,1.6510606594635788,4.227999116714392,35431.14475913432,0.7087468645510134,0.4427602581140523,11.066130568008438,0.4414361083781022,0.4612019281395629,8.578093091558511,3.4641666205550457,32.3394924245108,36.75579557705627,,0.5677639007184089,4.052676347577729,0.5167756230828944,3.064194303775237,,21990.81970361604,,,0.3603023973199529,,41.547238527419296,9.964876429781327,5.771453787821187,0.6452396235099522,7.354482019479126,0.4244731334976823,10.423027697656964,550.4658398757745,119.0763193676759,1.2498833657251531,0.1616259503307786,0.3810955864096854,2.7019439331709334,,0.1192701797022189,4.838692525825925,0.6600417253048777,6.495759406627088,0.5816410249509657,0.0477341677550923,,0.9111822548185604,581.0359292952711
95273.19591692064,4085.174096021708,0.4196770288434813,3.874341051434086,0.9989934279682412,45825.67805924837,0.2548725433062827,0.125692720664129,1.451236192620473,0.2511793511980423,0.8996279563194036,0.9336643489038297,0.4143723904743867,89.2959602817412,14.542043925934069,0.9864542864339794,0.9443613600690974,0.3639477458520902,0.9162157090970464,0.0750477285692327,0.9174405342410508,99572.5063273904,0.3687694946938052,0.1676134828061737,0.8258063435331295,136.27047447004554,49.94404574980453,23.848598471678425,15.899689097043634,1.0,22.342768851001445,0.7876409757012699,23.78729354013366,5443.59555325784,265.7094712838936,3.812312626470076,0.4255942532917653,0.0616187894360083,,0.1587358540683608,0.1181689703950038,0.7408252490586663,0.9247751045714802,1.5177794855770284,1.0,0.0,1.0,0.2023881889651557,756.8871059675014
12235.570594964754,6247.5494268791645,-0.023838211438572,1.1015597099990369,9.75684279773272,28180.97002098253,,0.400221605246093,17.68573401627384,0.5649374127747041,0.3157712757383525,32.856847822256086,,20.50670386985941,69.50519737091552,5.334852829090576,0.473652674162055,6.067155629337877,0.2868198509891166,3.5920600396358995,,,-0.0556952666682948,-0.3441945845610695,-0.3244664467405299,7.493021425855044,31.14095092867656,,3.1396658772201484,,2.6303176118085227,0.3617838575867922,2.3075113406463523,378.5200779646027,30.14796157899818,1.861665985241535,0.0443715835781692,0.469136752561745,4.858219481019255,,0.0578594843709544,,0.5475731557207164,,0.0,0.5328628142511795,0.0358072978074833,0.0,448.08963788115983
